axis,participant_id,trial_number,block_id,winner,loser
coherence,cd9c935d-c745-4444-9eee-79572e868c47,5,80,MSLDM,MSG-LD-ext
coherence,cd9c935d-c745-4444-9eee-79572e868c47,6,81,MSG-LD-ext,MGE-LDM
coherence,cd9c935d-c745-4444-9eee-79572e868c47,6,81,MGE-LDM,MSG-LD
coherence,cd9c935d-c745-4444-9eee-79572e868c47,6,81,MSLDM,MGE-LDM
coherence,cd9c935d-c745-4444-9eee-79572e868c47,6,81,MSG-LD-ext,MSG-LD
coherence,cd9c935d-c745-4444-9eee-79572e868c47,6,81,MSLDM,MSG-LD-ext
coherence,cd9c935d-c745-4444-9eee-79572e868c47,6,81,MSLDM,MSG-LD
coherence,cd9c935d-c745-4444-9eee-79572e868c47,8,82,MGE-LDM,MSLDM
coherence,cd9c935d-c745-4444-9eee-79572e868c47,8,82,MSLDM,MSG-LD-ext
coherence,cd9c935d-c745-4444-9eee-79572e868c47,8,82,MSLDM,MSG-LD
coherence,cd9c935d-c745-4444-9eee-79572e868c47,8,82,MGE-LDM,MSG-LD-ext
coherence,cd9c935d-c745-4444-9eee-79572e868c47,8,82,MGE-LDM,MSG-LD
coherence,cd9c935d-c745-4444-9eee-79572e868c47,8,82,MSG-LD,MSG-LD-ext
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,1,83,MSLDM,MSG-LD
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,1,83,MGE-LDM,MSG-LD
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,1,83,MSG-LD-ext,MSG-LD
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,1,83,MGE-LDM,MSLDM
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,1,83,MSLDM,MSG-LD-ext
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,1,83,MGE-LDM,MSG-LD-ext
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,2,84,MSG-LD-ext,MGE-LDM
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,2,84,MSLDM,MGE-LDM
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,2,84,MGE-LDM,MSG-LD
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,2,84,MSLDM,MSG-LD-ext
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,2,84,MSG-LD-ext,MSG-LD
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,2,84,MSLDM,MSG-LD
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,4,85,MSG-LD,MSG-LD-ext
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,4,85,MGE-LDM,MSG-LD-ext
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,4,85,MSLDM,MSG-LD-ext
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,4,85,MGE-LDM,MSG-LD
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,4,85,MSLDM,MSG-LD
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,4,85,MSLDM,MGE-LDM
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,5,86,MSG-LD,MGE-LDM
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,5,86,MSG-LD,MSG-LD-ext
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,5,86,MSLDM,MSG-LD
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,5,86,MGE-LDM,MSG-LD-ext
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,5,86,MSLDM,MGE-LDM
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,5,86,MSLDM,MSG-LD-ext
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,6,87,MGE-LDM,MSG-LD
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,6,87,MSLDM,MGE-LDM
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,6,87,MGE-LDM,MSG-LD-ext
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,6,87,MSLDM,MSG-LD
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,6,87,MSG-LD,MSG-LD-ext
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,6,87,MSLDM,MSG-LD-ext
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,7,88,MGE-LDM,MSG-LD-ext
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,7,88,MSLDM,MGE-LDM
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,7,88,MGE-LDM,MSG-LD
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,7,88,MSLDM,MSG-LD-ext
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,7,88,MSG-LD-ext,MSG-LD
coherence,e10c96f7-5562-40f1-af93-2f0bb4140d87,7,88,MSLDM,MSG-LD
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,1,89,MGE-LDM,MSLDM
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,1,89,MGE-LDM,MSG-LD
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,1,89,MGE-LDM,MSG-LD-ext
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,1,89,MSLDM,MSG-LD
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,1,89,MSG-LD-ext,MSLDM
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,1,89,MSG-LD-ext,MSG-LD
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,3,90,MSG-LD-ext,MSG-LD
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,3,90,MSG-LD,MSLDM
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,3,90,MGE-LDM,MSG-LD
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,3,90,MSG-LD-ext,MSLDM
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,3,90,MGE-LDM,MSG-LD-ext
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,3,90,MGE-LDM,MSLDM
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,4,91,MSLDM,MSG-LD
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,4,91,MSG-LD,MSG-LD-ext
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,4,91,MGE-LDM,MSG-LD
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,4,91,MSLDM,MSG-LD-ext
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,4,91,MGE-LDM,MSLDM
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,4,91,MGE-LDM,MSG-LD-ext
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,5,92,MSLDM,MGE-LDM
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,5,92,MSLDM,MSG-LD
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,5,92,MSLDM,MSG-LD-ext
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,5,92,MGE-LDM,MSG-LD
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,5,92,MSG-LD-ext,MGE-LDM
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,5,92,MSG-LD-ext,MSG-LD
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,6,93,MSG-LD-ext,MSG-LD
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,6,93,MGE-LDM,MSG-LD
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,6,93,MSLDM,MSG-LD
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,6,93,MSG-LD-ext,MGE-LDM
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,6,93,MSLDM,MSG-LD-ext
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,6,93,MSLDM,MGE-LDM
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,7,94,MSG-LD,MGE-LDM
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,7,94,MSG-LD,MSG-LD-ext
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,7,94,MSG-LD,MSLDM
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,7,94,MGE-LDM,MSG-LD-ext
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,7,94,MSLDM,MGE-LDM
coherence,f19335bb-5632-4d21-b8e8-09e79d6e8a75,7,94,MSLDM,MSG-LD-ext
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,1,95,MGE-LDM,MSG-LD
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,1,95,MSLDM,MSG-LD
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,1,95,MSG-LD-ext,MSG-LD
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,1,95,MGE-LDM,MSLDM
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,1,95,MGE-LDM,MSG-LD-ext
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,1,95,MSLDM,MSG-LD-ext
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,2,96,MSLDM,MSG-LD-ext
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,2,96,MGE-LDM,MSLDM
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,2,96,MSLDM,MSG-LD
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,2,96,MGE-LDM,MSG-LD-ext
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,2,96,MSG-LD-ext,MSG-LD
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,2,96,MGE-LDM,MSG-LD
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,3,97,MSLDM,MSG-LD-ext
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,3,97,MSG-LD-ext,MSG-LD
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,3,97,MGE-LDM,MSG-LD-ext
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,3,97,MSLDM,MSG-LD
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,3,97,MSLDM,MGE-LDM
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,3,97,MGE-LDM,MSG-LD
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,4,98,MSLDM,MSG-LD-ext
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,4,98,MSG-LD-ext,MSG-LD
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,4,98,MGE-LDM,MSG-LD-ext
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,4,98,MSLDM,MSG-LD
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,4,98,MGE-LDM,MSLDM
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,4,98,MGE-LDM,MSG-LD
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,6,99,MSLDM,MSG-LD-ext
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,6,99,MSLDM,MSG-LD
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,6,99,MSLDM,MGE-LDM
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,6,99,MSG-LD,MSG-LD-ext
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,6,99,MGE-LDM,MSG-LD-ext
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,6,99,MGE-LDM,MSG-LD
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,7,100,MGE-LDM,MSG-LD-ext
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,7,100,MGE-LDM,MSG-LD
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,7,100,MGE-LDM,MSLDM
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,7,100,MSG-LD,MSG-LD-ext
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,7,100,MSLDM,MSG-LD-ext
coherence,ff117ea0-e81f-4f6b-91df-6a84dfc08a62,7,100,MSLDM,MSG-LD
